Image_Name,Center_X,Center_Y,Width,Height,Text,Score
tr_img_06190,2342.0,2087.6,476.0,65.0,"東京都営交通協力会",0.9997
tr_img_06195,1130.8,295.6,388.5,133.5,"日本橋",0.9999
tr_img_06195,1130.9,419.0,388.0,124.0,"人形町",0.9991
tr_img_06195,1132.1,561.9,386.0,133.5,"三丁目",0.8726
tr_img_06194,1709.8,938.0,653.5,302.0,"永代刻の",0.7385
tr_img_06196,1600.1,1414.2,2300.5,148.5,"上質な音楽空間をちなたへ",0.8863
tr_img_06196,1628.5,1593.0,1229.0,87.0,"くっろぎの時間を演出する",0.9735
tr_img_06197,1203.2,122.8,1994.5,201.5,"ロツク板が下がつたことを確認し",0.9001
tr_img_06197,1201.6,422.1,1747.0,228.0,"つ分以内に",0.7507
tr_img_06197,1163.0,733.8,1264.0,227.5,"出庫してください",0.9787
tr_img_06197,1175.9,1226.9,1742.0,219.5,"壬軍位置番号を間違つた",0.8659
tr_img_06197,1158.2,1490.0,655.5,209.0,"精算金は",0.9999
tr_img_06197,1162.9,1752.9,1698.0,227.0,"反金いたしません",0.9739
tr_img_06197,1166.2,2154.6,1783.5,288.0,"支払の途中で精算機から離れる場合は",0.9979
tr_img_06197,1151.8,2395.8,1662.5,220.5,"必す以肖ボタンを",0.9215
tr_img_06197,1198.2,2617.6,1073.5,193.0,"押してください",0.9984
tr_img_06198,1044.2,641.5,961.5,146.0,"JR清水駅東口",0.9594
tr_img_06198,1040.6,1068.0,982.0,148.0,"駐重場駐輪場",0.9318
tr_img_06198,1412.8,1456.5,515.5,102.0,"清水テルサ",0.9995
tr_img_06198,1090.2,1670.2,1156.5,104.5,"清水文化会館マリナート",0.9897
tr_img_06199,1266.2,325.4,1219.5,287.0,"髙さ制限",0.6307
tr_img_06199,499.2,1014.9,281.5,85.0,"重量制限",0.9528
tr_img_06199,1835.0,1045.2,274.0,80.5,"高さ制限",0.9965
tr_img_06199,182.8,1288.5,113.5,45.0,"すすぎの８4",0.7864
tr_img_06199,1271.0,1718.8,60.0,22.5,"ザれセン",0.6322
tr_img_06199,142.0,1750.6,111.0,57.5,"海1251以下",0.6849
tr_img_06199,127.6,1836.4,111.0,63.0,"ムズリービス会",0.7508
tr_img_06200,2001.2,1320.8,163.5,47.5,"ノヤデイ",0.5762
tr_img_06200,806.4,1542.0,959.5,165.0,"カタログブテイック",0.9851
tr_img_06200,3057.8,1589.4,522.5,165.0,"南14条店",0.9998
