Image,Total_Boxes,OCR_Japanese,OCR_Translated,GT_Translated,Similarity,TP,FP,FN
tr_img_06409,23,小田急・京王 | 山川駅 | 緑ヶ丘績環 | 台団地経由 | 中頂一丁目 | 鷹台駅 | 仙0í | 仙川駅入口・前原公口経由 | 狛江営業所 | For komae cigyosho c夜間oa) | 中原一丁目三鷹台団地 経由 | つつじヶ丘駅北口 | 丘22 | (遠シ) | （夜間のみ) | 裏通り | 小田急バス | バスののは案内,"king | koda! | king | kyon! | yamagawa | station | it's | a | green | hill | ring. | by | way | of | the | platform. | first | and | last. | takahashi | station | sen0ie | by | the | entrance | to | sendai | station, | or | otahara, | i'm | at | the | cygnus | concert. | (for | komae | cigyho | chowa) | by | way | of | tokuhara, | third | and | third. | hexazi | station, | north | of | hajikashi | station. | two | hundred | and | twenty-two | hills. | (stories) | (night | only) | back | street. | koda | shortbus. | i'll | show | you | where | the | bus | is.",king | koda | kyung-kun. | sengawa | station. | path | to | north | entrance | to | the | park's | prefecture. | green | cape | cycling | send01 | i'll | be | right | back. | i'll | be | right | back. | by | way. | mitaka | station. | hill | -i'm | sorry. | -i'm | sorry. | by | way. | by | way. | i'm | at | seung | jo's. | (night | only) | i'll | be | right | back. | i'll | be | right | back. | (night | only) | kheikke | hill | station | northlo | sengawa | i'm | a | friend | of | sengawa's. | i'll | be | right | back. | koda | shortbus. | i'll | show | you | around | the | bus. | island | homes | i'm | at | the | front | station. | it's | where | we're | going. | the | back | of | the | bus. | akira | i'm | at | sendai | market | street. | don't | lie | to | me. | that's | what | i'm | talking | about. | it's | where | we're | going. | the | back | of | the | bus. | the | entrance | to | sendai | station. | innovation | park.,0.0412,33,38,90
tr_img_06410,15,テンスン | 真空氷潟 | 冷凍 | 節電 | 冷蔵 | 製氷 | 冷却モード | 真空チルド | 操作部ロツク | おそうじ | デリシャス冷凍 | (3ま0) | (5秒押し) | (3秒押し),"tensen. | amateur | ice | fabulous | cryonics | trinette | refrigerated | ice | making | cooling | mode | vacuum | tierdo | operation | rotsk | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey. | delicus | frozen. | three | times | zero. | (panting) | three | seconds.",# | # | # | waterwater | middle | middle | ice | making | delitium | freezing | the | vacuum | ice | temperature. | trinette | - | i'm | freezing. | - | i'm | freezing. | operation | rotsk | three | seconds. | refrigerated | ice | making | hey | (for | fully | formatted | text | it's | cold. | that's | delisz. | that's | the | freeze. | three | seconds. | vacuum | tierdo,0.0325,12,94,32
tr_img_06411,5,線路内立入禁止 | 線路内に物を落した時は | 駅係員へお知らせください,"you | can't | go | inside | the | tracks. | when | i | dropped | something | on | the | tracks, | please | inform | the | station | attendant.",you | can't | go | inside | the | tracks. | it's | a | very | simple | thing | to | do. | please | inform | the | station | attendant.,0.8406,11,7,7
tr_img_06412,1,ミクスーツオームセシター,physics | omcester,kanto-yung-yung-seso.,0.2051,0,2,1
tr_img_06413,0,,,one-way | street.,0.0000,0,0,2
tr_img_06414,6,構内徐行 | 駐軍場入口 | 車 | 出口,slow | incoming | line | constellation | entrance. | car. | the | exit.,park | entrance. | park | exit. | i | don't | know.,0.4262,2,6,5
tr_img_06415,5,生活家電 | テンタル | お会計カウンター | 永セール! | 遊永セール!,residential | electric. | teteral | account | counter | it's | a | long | sale! | it's | a | no-go | sale!,tejtal | residential | electrics. | account | counter | it's | my | year-end | sale! | # | # | # | # | # | # | # | # | # | # | # | # | it's | my | year-end | sale! | it's | my | year-end | sale! | # | # | # | # | # | # | age | # | # | # | sales! | # | # | # | # | # | # | # | # | # | it's | my | year-end | sale! | it's | my | year-end | sale! | # | # | #,0.1388,7,6,53
tr_img_06416,2,通学路 | 豊島区鶴,i'm | on | my | way | to | school. | tsuruka | toshima | district,i'm | on | my | way | to | school. | sentences | george,0.7333,6,3,2
tr_img_06417,0,,,can | i | have | your | food | ticket,0.0000,0,0,6
tr_img_06418,2,郵便,postal,postal,1.0000,1,0,0
tr_img_06419,13,日月極駐車場 | (月極 | 円) | 無料駐車の場合はレッカー移動し | 迷惑料として、3ＯＯＯ0円頂きます | 北毎立地(株) | お問い | 合わせ | 15丁目２番地3 | 札幌市中央区大通西,"sun's | polar | parking | lot. | (muttering) | circle) | it's | a | little | bit | more | complicated | than | that. | i'll | give | you | $3oo0 | for | the | inconvenience. | (people | white | lands) | i'm | going | to | ask | you | a | question. | match | 15th | and | 2nd. | i'm | sorry, | i'm | sorry, | i'm | sorry.",now | it's | full. | thank | you. | the | moon's | top | parking | lot. | (muttering) | circle) | i'll | ask | you | a | question. | match | (northern | lands) | 2nd | street | it's | not | a | car. | it's | not | a | car. | it's | a | car. | it's | a | car. | and | that's | what | i'm | going | to | do. | 30,0.1714,18,23,26
tr_img_06420,4,オリックス | レンラカー,orex. | renlaker.,orex. | rent-car. | come | on | oh!,0.5385,1,1,4
tr_img_06421,5,豊平区 | 平一奈一丁目3,"fabian | districts | one, | two, | three, | one, | two, | three.",george | come | on. | rectangle | no,0.3400,0,8,5
tr_img_06422,3,合物出し入れの為 | アの開閉に | `だ意下さい,to | get | in | and | out | of | the | condo. | we | need | to | close | the | a. | i'll | take | care | of | it.,it's | for | packing. | we | need | to | get | the | door | open. | please | be | careful.,0.5714,5,14,8
tr_img_06423,4,日本橋 | 4ク | 人形町 | 二丁目,japan | bridge | 4k | doll | town | two.,japan | bridge | it's | doll | town. | two.,0.9157,4,2,2
tr_img_06424,2,度辺,degrees,the | other | side.,0.1538,0,1,3
tr_img_06425,13,地下鉄北12条駅 | 引日 | 計智 | 12天 | 地鉄北２条站 | 地鐵北12條站,subway | 12th. | day | of | the | week. | smart. | 12 | heavens | i'll | bet | you | didn't | want | to | do | it. | i'll | be | right | back. | i'll | be | right | back. | i'll | be | right | back.,subway | 12th. | i'll | bet | you | didn't | do | it. | i | don't | know | what | you're | talking | about.,0.4656,8,21,7
tr_img_06426,4,がのこがあったらすぐにあいた。 | ことも110番 | のお店,"if | i | had | a | date, | i | would | have | had | it | as | soon | as | i | had | it. | it's | number | 110. | the | shop.",if | there's | anything | you're | afraid | of | this | is | 110. | the | shop.,0.4532,4,17,7
tr_img_06427,37,清水産業・情報プラザ | 信息市均 | 清水声山 | 豆剖刻 | 圏 | 百 | 人口天弐 | 市役所清水庁舎・清水区役所 | 清水区役所 | 市役所清水庁舎 | 人裂 | 人印テテ皇 | 人口宝司人 | 静鉄新清永駅 | 静鉄 新清水站 | 人天副 | 清永年金事務所 | 清水年金事矛所 | 人I口天,"a | clean | water | industry | and | information | plaza. | immaculate | shizuzuyama. | pitty | lattice | term | 100 | i'm | sorry, | i'm | sorry, | i'm | sorry. | (for | fully | formatted | text, | see | publication) | (for | fully | formatted | text, | see | publication) | manchuria | hall | the | city's | hqui. | snacking | emperor | teté. | demographic | master. | shikoku | shikoku | station. | shikoku | shikoku | man's | substance | kanazawa's | office. | i'm | at | the | manchuan | pension | bank. | the | man's | occupational",seishry-intel | plaza. | (for | fully | formatted | text | shikoku | shizura | station. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | # | # | # | # | # | # | # | # | # | # | # | #,0.1134,10,49,41
tr_img_06428,5,中 | 丼,middle | i'm | sorry. | i'm | sorry.,nakai,0.0488,0,5,1
tr_img_06429,4,日本橋 | 人形町 | 一丁目,japan | bridge | doll | town | one.,japan | bridge | it's | doll | town. | one.,0.8974,4,1,2
tr_img_06430,0,,,samho.,0.0000,0,0,1
tr_img_06431,9,九州・博多めし | どげん | 3げん | 以L0111251-7899 | どげんら三げん | シキュリティ | 北奈整備保障 | マケ,kyushu | and | takataka. | what's | up? | three. | subtitles | l0111251-7899 | don't | worry | about | it. | securities | north | nara | security. | mace.,i'm | sorry. | nissie. | i'm | sorry. | kyushu... | kyushu... | it's | a | big | deal. | kyushu | kyushu | (laughter) | night | alarms. | security | north | coast | security. | fukuoka. | ? | # | # | # | messages | don't. | # | # | # | # | # | # | riku. | how | are | you? | # | # | # | nissie. | center | makoto. | orthodontics. | i'll | take | care | of | it. | ikeda | i'll | tell | you | what. | i'm | sorry. | # | # | # | # | # | # | # | # | # | # | # | #,0.0423,4,13,64
tr_img_06432,0,,,nassional. | i'm | going | to | show | you | how | to | do | that. | fujido | bicycle | store,0.0000,0,0,13
tr_img_06433,1,,,middle-earth. | hust | two.,0.0000,0,0,3
tr_img_06434,2,木月天王森,woodsboro | heavenly | forest.,woodsand | heavenly | forest.,0.8814,2,1,1
tr_img_06435,3,危険! | 転車は降いりて | 歩いて下さい,danger! | it's | going | down. | it's | going | down. | i'm | gonna | need | you | to | walk.,get | off | the | bike. | it's | dangerous! | i | need | you | to | walk.,0.6627,5,8,6
tr_img_06436,2,中の島1条3丁目,it's | on | the | island. | it's | on | the | island | number | three.,it's | island | number | three | inside.,0.5636,3,7,2
tr_img_06437,1,,,very | well.,0.0000,0,0,2
tr_img_06438,10,総武線(各駅停軍 | 新小岩市川船橋千葉方面,"general, | stop | every | station. | shinichi | shogun, | chiba.",general | new | rock | cygnus | i've | had | my | lucky | day. | leaves,0.3704,0,7,10
tr_img_06439,1,-テ`,- | tej.,it's | a | tutsi | shop | and | a | racreette | shop. | it's | a | holsso | bar. | eutychus,0.1212,0,2,13
tr_img_06440,6,三田駅 | 都営地下鉄,mida | station. | central | central,central | central | mida | station.,0.4857,4,0,0
tr_img_06441,1,グリーンハイツ,green | heights.,gritsy. | # | # | #,0.2857,0,2,4
tr_img_06442,6,まつむら | 白動巻き上げ器,i'm | sorry. | i'm | sorry. | the | white-scrollers.,sniff. | auto-roller,0.3611,0,6,2
tr_img_06443,6,元1B2 | 東京都調布市仙川町8-5一 | 佐藤,ex-1b2 | i'm | 8-5. | sato.,sato. | iseshima | city | i'll | take | care | of | it. | i'll | take | care | of | it.,0.2807,1,3,12
tr_img_06444,3,とまとの酸味が | しつかり,it's | so | sour. | hold | on.,it's | so | sour. | hold | on.,1.0000,5,0,0
tr_img_06445,2,水車町丁目,it's | the | only | place | in | the | world | where | we | can | go | for | water.,it's | the | 7th | and | the | 7th.,0.4915,3,10,3
tr_img_06446,19,葵区役所 | 静岡市役所 | 人己 | 義市役所 | 葵区役所 | 紺屋町 | 呉服町 | 勢屋町 | 服町 | ビOロトテ,zheng-ge's | office. | shizuoka | city | hall. | the | self. | city | hall. | zheng-ge's | office. | it's | a | town | of | blues. | oystertown. | rural | town. | a | dress | town. | vio | loote,shizuoka | city | hall. | cygnus | hall | shizushi's | office. | cygnus | hall | it's | a | town | of | blues. | it's | a | dress | town. | i'll | be | right | back. | i'll | be | right | back. | i'll | be | back | in | a | minute.,0.1929,12,12,20
tr_img_06447,19,新JIS対応 | 五裕内透橋 | KWh/年 | 外 | 形村方 | 本体幅 | 奥行 | 高さ181．8,new | jis | response | i.d.k.i.e.l.d. | kwh/ | year | out. | isomura | main | width | entrepreneur | 181.8 | height,year | height | entrepreneur | main | width | explicit | no. | responsibilities | a | year's | consumption | of | electricity.,0.3568,5,8,8
tr_img_06448,4,中原区 | 木月 | 4丁目,central | district | tree | moon | four.,middle-earth. | tree | moon | four.,0.6400,3,2,1
tr_img_06449,5,日本橋 | 人形町 | 丁目,japan | bridge | doll | town | send | just | 75 | cents.,japan | bridge | it's | doll | town. | - | nice | and | easy.,0.6667,3,5,6
tr_img_06450,1,,,no. | no. | no,0.0000,0,0,3
tr_img_06451,1,,,sakura | i'll | be | right | back. | iwaseko. | i'll | be | right | back. | i | don't | know | which | way | to | go. | superstitious | triangle,0.0000,0,0,19
tr_img_06452,8,を去訴亡 | とでの | しこの生信号左折 | り急な出責は当店で! | Ｏで | メジンビル | パンヒル,". | . | . | . | . | . | . | . | . | . | . | and... | turn | left, | you | son | of | a | bitch. | we'll | get | you | out | of | here | in | no | time! | on | o. | mezinville. | panhill",i'm | taking | over. | turn | left. | # | # | # | turn | left. | oh | zs. | 24/7. | mezoll. | zombels. | i'm | looking | for | a | tenant. | credit | corliss.,0.3149,2,30,20
tr_img_06453,0,,,eyville.,0.0000,0,0,1
tr_img_06454,2,,,east | express. | tic. | oh | fry | i'm | sorry. | yes. | hey. | i'll | take | care | of | him.,0.0000,0,0,14
tr_img_06455,2,中の島1条3丁目,it's | on | the | island. | it's | on | the | island | number | three.,it's | island | number | three | inside.,0.5636,3,7,2
tr_img_06456,4,北海道産16 | 統一ブランル | 生稚葺 | 北海道産,i'm | 16. | i'm | from | hokkaido. | unified | brand | innovation | from | hokkaido.,unified | brandt | i'm | 16. | i'm | from | hokkaido. | i'll | be | right | back. | from | hokkaido. | pla. | pla. | mush. | sun | # | # | #,0.5893,8,2,12
tr_img_06457,9,昭和通つ口 | 昭和路出口 | 善子 | 日比谷線,showa | yoichi. | showa's | exit. | good | boy. | eclipse | line,showa | street. | eclipse | line | showa's | exit.,0.4912,5,3,1
tr_img_06458,2,ネッリトヨタ神奈ル | ウエインズ武蔵小杉,"naal, | the | god | of | the | nerit-gola. | mr. | waynes.",nettstawola | god | nara. | i'm | sorry. | i'm | sorry.,0.4779,1,7,6
tr_img_06459,2,2-作,draws | 2-,"whitewood | shop. | it's | called | the | ""big-big-big."" | it's | been | 13 | years | since | i | started. | south | 2 | west | 24th.",0.0839,0,2,17
tr_img_06460,11,山 | 溜香 | 人早O | しぶゃ | 恵比寿 | 原宿,mountain | spicy. | fast | o. | shit. | miho | susu. | innovation,shibuya. | shoo. | # | # | # | mountain | areas | miho | susu. | innovation,0.5857,4,4,6
tr_img_06461,1,コトーーアバマスロトラル,"coto, | abamastrotral.",philippy | comapolus.,0.3256,0,2,2
tr_img_06462,0,,,i | think | my | novel's | good. | it's | so | crowded. | i | don't | think | there | are | any | books.,0.0000,0,0,15
tr_img_06463,4,厚手で丈夫、 | 油も水分もしつかり吸収 | 4ュ水 | 日本,it's | heavy. | it's | strong. | it's | got | the | oil. | it's | got | the | water. | it's | got | the | oil. | it's | got | the | water. | four | water. | japan,it's | a | long | shot. | hey. | kitchen | towel. | it's | heavy. | it's | strong. | it's | got | oil | roll. | two | it's | made | in | japan.,0.4918,8,15,12
tr_img_06464,17,静岡市役所清水庁善 | 一ＪＲ清水駅 | 清水テルサ,shizuoka | city. | one | jr | water | station. | pure | water | tellsa,shizuoka | city. | shizura | station | pure | water | tellsa,0.8462,5,4,2
tr_img_06465,0,,,that's | why | i'm | here. | mm-hmm.,0.0000,0,0,5
tr_img_06466,6,中原区 | 木月1丁目,central | district | the | first | of | the | months | of | the | year.,that's | right | middle-earth.,0.3168,0,10,3
tr_img_06467,2,,,showa | street.,0.0000,0,0,2
tr_img_06468,3,わら,straw,eye | a | smile. | a | smile. | straw | straw,0.2000,1,0,6
tr_img_06469,11,薄の限界に道る | HＤＲ対応で | ColorPrime技術で色域を | スリムボデイ | より一層広げる | 星空もくつきり表現 | スリム | デザイン,it's | just | a | thin | edge. | hdr | response. | i'm | going | to | show | you | a | few | examples. | slim | bodhi. | widen | out | more | it's | like | the | stars | stick | together. | slim. | design,it's | like | the | milky | way. | it's | like | the | milky | way. | widen | out | more | it's | about | the | limits | of | lightness. | slim | body. | slim. | deaiseso,0.5615,9,19,14
tr_img_06470,6,南口 | 南出口 | 甘奢 | 善子,south | entrance. | south | exit. | sweetie. | good | boy.,south | entrance. | south-out-of-the-art.,0.5657,2,5,1
tr_img_06471,2,南13条西18丁目,south | 13th | and | west | 18th.,south | 13th | and | west | 18th.,1.0000,5,0,0
tr_img_06472,9,国道52号 | 際枝 | 水駅,road | 52. | ♪ | ♪ | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | step | ♪ | step | ♪ | ♪ | step | ♪ | step | ♪ | ♪ | step | ♪ | ♪ | step | ♪ | step | ♪ | ♪ | step | ♪ | step | ♪ | ♪ | step | ♪ | step | ♪ | step | ♪ | water | station.,-yes | pure | water. | shizura | station | fuji. | road | 52.,0.0405,2,82,6
tr_img_06473,2,一ル | やきとり及酒屋,one. | a | liquor | store.,bill. | i'm | a | frickin' | liquor | store. | ise.,0.5974,3,1,4
tr_img_06474,2,平岸1条2丁目,"no. | no, | no, | no. | no, | no, | no, | no, | no, | no, | no.",one,0.0303,0,11,1
tr_img_06475,1,伊藤義男,ito-man.,ito-man.,1.0000,1,0,0
tr_img_06476,7,乙る通信制 | 距島学園 | 高等学校 | 浜目吉 | キャンパス,i've | got | a | communication | system. | iseshima | school | high | school. | it's | a | beach. | it's | a | beach. | campus,i | can | get | through. | i | can | get | through. | kagoshima | it's | a | school. | high | school. | yokohama's | happy | birthday! | casopas,0.5111,4,12,14
tr_img_06477,3,幌平橋,akira | bridge,fukui | bridge,0.7857,1,1,1
tr_img_06478,6,三橋 | 弘帰 | 有限会社 | ム | 構造設計 | 一級建築士事務所,three | bridges | go | home. | a | finite | company. | m. | structural | design | first | class | architect's | office.,three | bridges | i'll | take | care | of | it. | limited | publicity | i'll | take | care | of | it. | structural | design | first | class | architect's | office.,0.6809,8,6,12
tr_img_06479,2,本6B限定! | ちやん,"this | book | is | limited | to | 6b! | oh, | shit.",let's | go! | let's | go! | let's | go! | oh | it's | a | chicken | pot. | before | i | was | born | 500 | (chuckles),0.2143,0,8,17
tr_img_06480,11,芥川龍多介主 | 礼音森神ネ社 | 浜光寺 | 弘京太助住居跡 | 現在地 | 彩山検校の幸) | し | 本所蔵前教歩,mr. | ryusuke | iwagawa. | i'm | here | to | help | you. | a | beach | temple. | kajita | resident. | current | location | (music) | (music) | shh. | premeditated | school | at | honshu,premarital | walk | the | shrine | of | ejima | yamayama. | i'm | sorry | fireworks | center | it's | a | green | rain. | it's | a | living | house. | i'm | on | national | arts | street. | medda | district | walking | road | i'm | at | both | stations. | i | live | in | gennosuke | ogawa. | the | death | offering. | i'm | going | to | take | you | to | the | two | e.r.s. | it's | haneno. | iwner | room. | current | location | i'm | sorry. | i'm | sorry. | the | inscription | on | the | fists. | the | mitahara | resident. | west | light | temple | for | starters,0.1142,7,15,65
tr_img_06481,4,八重洲一丁目,i'll | be | right | there.,central | central | i'll | be | right | back. | i'll | be | right | back.,0.4444,3,1,7
tr_img_06482,16,駐車社置番号を | 押してくださ | 番号を確認後 | 精算ボタンを | 精算,"give | me | the | parking | number. | push, | please. | after | checking | the | number. | i'm | going | to | need | a | check | button. | magnification",give | me | your | parking | location | number. | push | after | checking | the | number. | magnification | bonnoso | push | magnification,0.7172,9,10,6
tr_img_06483,7,オススメメニュー | 一限定 | 生チコ三ルク引 | おのミバタドラ | ジージクリーム | 大福,ossme | menu | one | limit | i'm | going | to | have | to | get | you | some | fresh | meat. | my | mibatadra. | siege | cream. | great | fascination,# | # | # | upper | island | i'll | be | right | back. | great | fascination | oh | it's | a | little | bit | of | a | crescendo. | i | can't | believe | you | didn't | do | it. | the | winter | limit! | ossme | menu,0.0274,5,15,26
tr_img_06484,1,2月4(月),(february | 4th),december | 4th. | (sun) | a | look | - | into | field | tomatoes. | there | you | go.,0.1980,0,2,12
tr_img_06485,3,中央バフ | 幌平橋 | 行啓通り整骨院,center | baff | akira | bridge | the | regiment | of | the | cyclopædia,center | bass | fukui | bridge | i'm | going | to | take | care | of | him. | i'm | going | to | take | care | of | him. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | #,0.4064,3,6,30
tr_img_06486,2,宅赤橋,the | red | bridge,home | bridge,0.7097,1,2,1
tr_img_06487,9,総武線(各駅停車) | 秋葉原新宿中野。上野戸面,all | train | stations | stand | by. | nakano | akihara | nakano.,general | akira. | you're | welcome. | nakano. | it's | heading | for | uno.,0.4965,1,7,8
tr_img_06488,14,小田急バス | 芦花公園駅前 | 行先 | 成02 | 千歳烏山駅北口 | ウンマンカ | ご利用のお願い | 現金進 | IC運質 | 大人220円 | 大入216氏 | 0発110月0月108日,"koda | shortbus. | i'm | at | sakura | park | station. | path | to | two | hundred | and | twenty-two. | one | thousand-year-old | akiyama | station, | north | entrance. | ummanca. | i'll | take | care | of | it. | cash | ic | fortune | two | hundred | and | twenty | yen | an | adult. | mr. | 216. | zero. | october | 108th, | 110.",koda | shortbus. | i'm | at | sakura | park | station. | path | to | i'm | so | sorry. | i'm | so | sorry. | i'm | so | sorry. | i'm | going | to | need | you | to | do | the | best | you | can. | how | to | get | on | the | plane. | vehicles. | how | to | pay | the | fare. | the | bus. | you're | on | the | wrong | side. | get | in | through | the | front | door | and | take | off | from | the | middle | door. | it's | a | coin. | i'm | on | a | charger. | pre-payment. | grown-up | baby. | 220 | yen. | 110 | yen. | cash | cargo. | vehicles. | grown-up | baby. | 216 | yen. | 108 | yen. | two | hundred | and | twenty-two. | i'll | get | you | some.,0.1722,17,24,75
tr_img_06489,6,金 | 公正 | 取 | は,money. | justice | take | it. | huh.,the | council | of | justice. | i'm | at | the | auto | school. | justice,0.2385,1,4,9
tr_img_06490,12,改札外 | 駅長事務室 | お忘れもの承り所 | 9人早企 | 生小事列,out | of | modification | station | chief's | office. | i'll | forget | about | you. | nine | quick | plans | a | row | of | raw | shit.,out | of | modification | station | chief's | office. | i'll | forget | about | you. | i | don't | know | what | you're | talking | about.,0.8029,10,8,7
tr_img_06491,0,,,grace | heights.,0.0000,0,0,2
tr_img_06492,3,阿原 | 調布市緑ヶ丘２38,ahara. | two | hundred | and | thirty-eight | green | hill.,ogawa. | yo-un. | it's | a | dresser's | green | foothill.,0.5983,1,6,6
tr_img_06493,17,清永駅 | 静岡市役所清水庁善 | 静鉄新清永駅,kunihito | station. | shizuoka | city. | shikoku | shikoku | station.,shizura | station | shizuoka | city. | shikoku | shizura | station.,0.8676,4,3,3
tr_img_06494,3,六戸 | 8丁目,six-do. | eight.,middle-earth. | tree | moon | three.,0.3462,0,2,4
tr_img_06495,3,少0,small | 0,# | # | # | # | # | # | okinawa | cypriot | island | remaining | waves | # | # | # | # | # | # | ms. | miizumi. | megumi. | # | # | # | # | # | # | ms. | miizumi. | sakura | kunori. | beer. | # | # | # | # | # | # | remaining | waves | blue | seal. | i | was | born | in | the | united | states. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | ms. | miizumi. | on | beer. | fabulous | mm-hmm. | it's | all | right. | it's | all | right. | a | hundred. | i'm | sorry. | miho. | old | wine. | miyako | old | wine. | cyrene | whoa | uh-huh. | s. | flowers | whoa | wow.,0.0000,0,2,107
tr_img_06496,1,,,burner. | sell.,0.0000,0,0,2
tr_img_06497,1,家任手古の,it's | an | old | house.,home | supplies. | thank | you.,0.4364,0,4,4
tr_img_06498,8,マリンターミナル | マリンビル,marine | terminal | marinville.,mariso | evening | miner. | marisobil.,0.6087,0,3,4
tr_img_06499,13,道 | 快活 | コミック | インタ | 女性専用エリア | シャワー | 店内完全分煙 | 雪ビル1FV | 朝和幌元初のとだわり。,the | way | i'm | so | happy. | a | comic | book. | interpretation | women's | only | area. | a | shower. | full | smoke | in | the | store. | snowbilt | 1fv | it's | the | first | time | i've | heard | it | from | you.,# | # | # | # | # | # | it's | a | soot | beer. | eight. | a | comic | book. | internet | karaoke | it's | for | women. | shiyu | the | store's | full | of | smoke. | yoichi. | twelve | or | so. | # | # | # | # | # | # | # | # | # | hokkaido. | she's | smiling | i | want | to | fill | it | it's | a | giraffe | beer. | it's | a | loco | beer | in | hokkaido. | thanks. | i'm | sorry | it's | from | my | original | grandfather. | i'll | be | right | back. | straight | - | forward | market. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | i | don't | know | what | you're | talking | about. | bill | 4f. | he | was | born | in | 1945. | it's | like | the | originals | were | obsessed | with | it. | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | i'm | so | happy. | i'm | so | happy. | i'm | sorry. | i'm | sorry. | i'm | sorry. | this | is | bill. | half | price! | yumifuk. | isooneführer.,0.0499,14,16,165
tr_img_06500,5,メロウ | レジデンス | 北野 | 四目,merrow. | regence. | no. | no. | no. | fourth.,mingu | regence. | no. | no. | no | 4th | street.,0.7368,3,3,4
tr_img_06501,2,ロンジェヴィテ | 元住吉,ronjette. | hikichi.,lonzwete | hikichi.,0.8205,1,1,1
tr_img_06502,2,飯田,ida.,ida.,1.0000,1,0,0
tr_img_06503,21,"20分/200円 | 60分/100円 | 最大 | 昼問最大 | 料金 | 3,000円 | 月土 | 夜間最大 | 1200円 | 日祝 | 500円 | 駐車場名 | 日本橋人形町2丁 | 目第3","20 | minutes | and | 200 | yen. | 60 | minutes | per | 100 | yen. | maximum | maximum | day | question. | cost | 3,000 | yen. | moons | biggest | night | in | the | world. | 1200 | yen | happy | birthday | to | you! | 500 | yen. | parking | name | two | japanese | bridge | doll | towns. | and | third.",maximum | cost | the | moon! | the | earth! | parking | name | biggest | day. | 3 | - | happy | birthday. | - | happy | birthday. | 1 | japan | bridge | doll | 60 | minutes | per | 100 | yen. | biggest | night | in | the | world. | 500 | yen.,0.1213,19,21,14
tr_img_06504,46,口田 | 琴似2条5丁目 | 琴似本通いり | 西区役所 | 西消防署琴似出張所 | 西保健センター | 琴似神社 | 琴似小学校 | 札幌市山の手図書館 | 琴似市田兵村兵屋跡 | 北洋銀行琴似中央支店,"oda. | two, | five, | harp-like. | it's | the | ring | of | truth. | west | district | hall. | the | west | fire | department's | aquarium. | west | health | center. | the | harp | aquarium. | the | harp-like | elementary | school. | the | hand | library | in | yokohama | city. | the | remains | of | the | tepea | yoichi | village | soldier. | it's | a | central | branch | of | the | north | sea | bank.",out | voice | two | just | like | the | harp. | the | west | fire | department's | aquarium. | west | health | center. | the | harp | aquarium. | the | harp-like | elementary | school. | the | hand | library | in | yokohama | city. | it's | a | sign | of | the | takeshi | kota | village | army. | it's | a | central | branch | of | the | north | sea | bank.,0.0995,35,15,11
tr_img_06505,4,中原区 | 木月 | 2丁目,central | district | tree | moon | two.,middle-earth. | tree | moon | two.,0.6301,3,2,1
tr_img_06506,13,当駅で | 使えます | WiMaxに関す | るお間い合つせはこち | Uāお客様 | 日0120-929-818 | サボートセンタ | 受付時間 | 一2100(年中無休),at | this | station. | i | can | use | it. | i'm | going | to | talk | about | wimax. | it's | not | easy | to | get | caught | up | in | a | tight | spot. | u | ā | sir | day | 0120-929-818 | saboat | senta | recipient | time | (laughter),at | this | station. | i | can | use | it! | savvy | seso | evening. | recipient | time | freer | (grunts | throughout | the | year) | you | will | receive | 24 | hours | for | theft | and | loss | of | powder.,0.2272,8,26,20
tr_img_06507,1,信庫,it's | in | the | vault.,mountain | house. | the | warehouse. | the | rice | tastes | so | good | here. | oh. | 10 | fixed,0.2810,1,3,12
tr_img_06508,4,,,once | in | a | while. | a | tiger | hole.,0.0000,0,0,7
